"","Age","Cause","Period1","Period2","Sex","Country","Sources","e01","e02","Contribution","Cause.name","Country.name"
"24",20,2,"2000-2005","2005-2010",1,2020,"CEPAL2004",71.4575875396108,72.4147815037581,0.0031105889144469,"Infectious","ARGENTINA"
"25",35,3,"2000-2005","2005-2010",1,2020,"CEPAL2004",71.4575875396108,72.4147815037581,0.00254541821806992,"Neoplasms","ARGENTINA"
"26",55,4,"2000-2005","2005-2010",1,2020,"CEPAL2004",71.4575875396108,72.4147815037581,0.0634172879719403,"Circulatory","ARGENTINA"
"27",75,5,"2000-2005","2005-2010",1,2020,"CEPAL2004",71.4575875396108,72.4147815037581,-0.00574577782675599,"Abnormal","ARGENTINA"
"28",10,7,"2000-2005","2005-2010",1,2020,"CEPAL2004",71.4575875396108,72.4147815037581,0.000186563165821263,"Nervous","ARGENTINA"
"29",30,8,"2000-2005","2005-2010",1,2020,"CEPAL2004",71.4575875396108,72.4147815037581,0.000798439328986979,"Endocrine","ARGENTINA"
"30",50,9,"2000-2005","2005-2010",1,2020,"CEPAL2004",71.4575875396108,72.4147815037581,-0.00956299037825063,"Digestive","ARGENTINA"
"31",70,10,"2000-2005","2005-2010",1,2020,"CEPAL2004",71.4575875396108,72.4147815037581,-0.000882737293366056,"Genitourinary","ARGENTINA"
"32",5,12,"2000-2005","2005-2010",1,2020,"CEPAL2004",71.4575875396108,72.4147815037581,0.00026644830777987,"Respiratory","ARGENTINA"
"33",25,13,"2000-2005","2005-2010",1,2020,"CEPAL2004",71.4575875396108,72.4147815037581,0.0039867593679046,"External","ARGENTINA"
"34",45,14,"2000-2005","2005-2010",1,2020,"CEPAL2004",71.4575875396108,72.4147815037581,0.00460190294579357,"Homicide","ARGENTINA"
"35",65,15,"2000-2005","2005-2010",1,2020,"CEPAL2004",71.4575875396108,72.4147815037581,-0.000640925627243944,"Rest","ARGENTINA"
"36",0,3,"2005-2010","2010-2015",1,2020,"CEPAL2004",72.4147815037581,73.3030981358839,0.000418175142394472,"Neoplasms","ARGENTINA"
"37",15,4,"2005-2010","2010-2015",1,2020,"CEPAL2004",72.4147815037581,73.3030981358839,0.000435273873410014,"Circulatory","ARGENTINA"
"38",35,5,"2005-2010","2010-2015",1,2020,"CEPAL2004",72.4147815037581,73.3030981358839,0.00470526212342698,"Abnormal","ARGENTINA"
"39",55,6,"2005-2010","2010-2015",1,2020,"CEPAL2004",72.4147815037581,73.3030981358839,0.00213063461816199,"Mental","ARGENTINA"
"40",75,7,"2005-2010","2010-2015",1,2020,"CEPAL2004",72.4147815037581,73.3030981358839,0.00210324288200622,"Nervous","ARGENTINA"
"41",10,9,"2005-2010","2010-2015",1,2020,"CEPAL2004",72.4147815037581,73.3030981358839,0.000287530625710594,"Digestive","ARGENTINA"
"42",30,10,"2005-2010","2010-2015",1,2020,"CEPAL2004",72.4147815037581,73.3030981358839,0.000798641569072127,"Genitourinary","ARGENTINA"
"43",50,11,"2005-2010","2010-2015",1,2020,"CEPAL2004",72.4147815037581,73.3030981358839,-7.64051659864121e-05,"Perinatal","ARGENTINA"
"44",70,12,"2005-2010","2010-2015",1,2020,"CEPAL2004",72.4147815037581,73.3030981358839,0.000833145643349456,"Respiratory","ARGENTINA"
"45",5,14,"2005-2010","2010-2015",1,2020,"CEPAL2004",72.4147815037581,73.3030981358839,-6.76225365393179e-05,"Homicide","ARGENTINA"
"46",25,15,"2005-2010","2010-2015",1,2020,"CEPAL2004",72.4147815037581,73.3030981358839,-0.000141683816617295,"Rest","ARGENTINA"
"47",45,2,"1990-1995","1995-2000",2,2020,"CEPAL2004",76.57310880761,77.4760826155203,-0.00130997848057575,"Infectious","ARGENTINA"
"48",60,3,"1990-1995","1995-2000",2,2020,"CEPAL2004",76.57310880761,77.4760826155203,-0.00305770030770178,"Neoplasms","ARGENTINA"
"49",0,5,"1990-1995","1995-2000",2,2020,"CEPAL2004",76.57310880761,77.4760826155203,0.00732897809407235,"Abnormal","ARGENTINA"
"50",15,6,"1990-1995","1995-2000",2,2020,"CEPAL2004",76.57310880761,77.4760826155203,-4.49985728785388e-06,"Mental","ARGENTINA"
"51",35,7,"1990-1995","1995-2000",2,2020,"CEPAL2004",76.57310880761,77.4760826155203,0.00201176996827529,"Nervous","ARGENTINA"
"52",55,8,"1990-1995","1995-2000",2,2020,"CEPAL2004",76.57310880761,77.4760826155203,-0.00282862685855243,"Endocrine","ARGENTINA"
"53",75,9,"1990-1995","1995-2000",2,2020,"CEPAL2004",76.57310880761,77.4760826155203,0.0064759168703487,"Digestive","ARGENTINA"
"54",10,11,"1990-1995","1995-2000",2,2020,"CEPAL2004",76.57310880761,77.4760826155203,-4.94031958122226e-05,"Perinatal","ARGENTINA"
"55",30,12,"1990-1995","1995-2000",2,2020,"CEPAL2004",76.57310880761,77.4760826155203,-0.000395739055834916,"Respiratory","ARGENTINA"
"56",50,13,"1990-1995","1995-2000",2,2020,"CEPAL2004",76.57310880761,77.4760826155203,0.00342991505146237,"External","ARGENTINA"
"57",70,14,"1990-1995","1995-2000",2,2020,"CEPAL2004",76.57310880761,77.4760826155203,0.000626909625521075,"Homicide","ARGENTINA"
"58",5,2,"1995-2000","2000-2005",2,2020,"CEPAL2004",77.4760826155203,78.5187018431901,0.00122700462457284,"Infectious","ARGENTINA"
"59",20,3,"1995-2000","2000-2005",2,2020,"CEPAL2004",77.4760826155203,78.5187018431901,-0.0006627165724985,"Neoplasms","ARGENTINA"
"60",40,4,"1995-2000","2000-2005",2,2020,"CEPAL2004",77.4760826155203,78.5187018431901,0.0161012994809023,"Circulatory","ARGENTINA"
"61",60,5,"1995-2000","2000-2005",2,2020,"CEPAL2004",77.4760826155203,78.5187018431901,-0.012239397816891,"Abnormal","ARGENTINA"
"62",0,7,"1995-2000","2000-2005",2,2020,"CEPAL2004",77.4760826155203,78.5187018431901,0.00988755732642428,"Nervous","ARGENTINA"
"63",15,8,"1995-2000","2000-2005",2,2020,"CEPAL2004",77.4760826155203,78.5187018431901,0.00014998898621942,"Endocrine","ARGENTINA"
"64",35,9,"1995-2000","2000-2005",2,2020,"CEPAL2004",77.4760826155203,78.5187018431901,0.00315334506757344,"Digestive","ARGENTINA"
"65",55,10,"1995-2000","2000-2005",2,2020,"CEPAL2004",77.4760826155203,78.5187018431901,-0.00123523261616418,"Genitourinary","ARGENTINA"
"66",75,11,"1995-2000","2000-2005",2,2020,"CEPAL2004",77.4760826155203,78.5187018431901,0.000125348695274361,"Perinatal","ARGENTINA"
"67",10,13,"1995-2000","2000-2005",2,2020,"CEPAL2004",77.4760826155203,78.5187018431901,0.00102910853477334,"External","ARGENTINA"
"68",30,14,"1995-2000","2000-2005",2,2020,"CEPAL2004",77.4760826155203,78.5187018431901,-0.000970561124644773,"Homicide","ARGENTINA"
"69",50,15,"1995-2000","2000-2005",2,2020,"CEPAL2004",77.4760826155203,78.5187018431901,-0.000450951639714216,"Rest","ARGENTINA"
"70",70,2,"2000-2005","2005-2010",2,2020,"CEPAL2004",78.5187018431901,79.3400765058575,0.0057138311590454,"Infectious","ARGENTINA"
"71",1,4,"2000-2005","2005-2010",2,2020,"CEPAL2004",78.5187018431901,79.3400765058575,0.00263054848560796,"Circulatory","ARGENTINA"
"72",20,5,"2000-2005","2005-2010",2,2020,"CEPAL2004",78.5187018431901,79.3400765058575,0.00181010752001843,"Abnormal","ARGENTINA"
"73",40,6,"2000-2005","2005-2010",2,2020,"CEPAL2004",78.5187018431901,79.3400765058575,3.38054501075854e-05,"Mental","ARGENTINA"
"74",60,7,"2000-2005","2005-2010",2,2020,"CEPAL2004",78.5187018431901,79.3400765058575,0.00103708853077241,"Nervous","ARGENTINA"
"75",0,9,"2000-2005","2005-2010",2,2020,"CEPAL2004",78.5187018431901,79.3400765058575,0.000263202253663521,"Digestive","ARGENTINA"
"76",15,10,"2000-2005","2005-2010",2,2020,"CEPAL2004",78.5187018431901,79.3400765058575,0.000421069871856814,"Genitourinary","ARGENTINA"
"77",35,11,"2000-2005","2005-2010",2,2020,"CEPAL2004",78.5187018431901,79.3400765058575,0.000169836627965488,"Perinatal","ARGENTINA"
"78",55,12,"2000-2005","2005-2010",2,2020,"CEPAL2004",78.5187018431901,79.3400765058575,-0.00353393015926573,"Respiratory","ARGENTINA"
"79",75,13,"2000-2005","2005-2010",2,2020,"CEPAL2004",78.5187018431901,79.3400765058575,0.00023407668725029,"External","ARGENTINA"
"80",10,15,"2000-2005","2005-2010",2,2020,"CEPAL2004",78.5187018431901,79.3400765058575,-0.000504942241663681,"Rest","ARGENTINA"
"81",30,2,"2005-2010","2010-2015",2,2020,"CEPAL2004",79.3400765058575,80.0834699109624,0.00505499127401239,"Infectious","ARGENTINA"
"82",45,3,"2005-2010","2010-2015",2,2020,"CEPAL2004",79.3400765058575,80.0834699109624,0.0160641084936851,"Neoplasms","ARGENTINA"
"83",65,4,"2005-2010","2010-2015",2,2020,"CEPAL2004",79.3400765058575,80.0834699109624,0.0339876110533203,"Circulatory","ARGENTINA"
"84",1,6,"2005-2010","2010-2015",2,2020,"CEPAL2004",79.3400765058575,80.0834699109624,-5.99801660519998e-06,"Mental","ARGENTINA"
"85",20,7,"2005-2010","2010-2015",2,2020,"CEPAL2004",79.3400765058575,80.0834699109624,-0.000256600268370166,"Nervous","ARGENTINA"
"86",40,8,"2005-2010","2010-2015",2,2020,"CEPAL2004",79.3400765058575,80.0834699109624,-0.000207908151419483,"Endocrine","ARGENTINA"
"87",60,9,"2005-2010","2010-2015",2,2020,"CEPAL2004",79.3400765058575,80.0834699109624,0.00150141697448122,"Digestive","ARGENTINA"
"88",0,11,"2005-2010","2010-2015",2,2020,"CEPAL2004",79.3400765058575,80.0834699109624,0.0520568712703157,"Perinatal","ARGENTINA"
"89",15,12,"2005-2010","2010-2015",2,2020,"CEPAL2004",79.3400765058575,80.0834699109624,0.00107606646965912,"Respiratory","ARGENTINA"
"90",35,13,"2005-2010","2010-2015",2,2020,"CEPAL2004",79.3400765058575,80.0834699109624,0.001254931786042,"External","ARGENTINA"
"91",55,14,"2005-2010","2010-2015",2,2020,"CEPAL2004",79.3400765058575,80.0834699109624,-9.14595022925497e-06,"Homicide","ARGENTINA"
"92",75,15,"2005-2010","2010-2015",2,2020,"CEPAL2004",79.3400765058575,80.0834699109624,-0.000903162189103579,"Rest","ARGENTINA"
"93",0,2,"1990-1995","1995-2000",1,2070,"CEPAL2004",63.8338453924688,65.684676698546,0.169045592923557,"Infectious","BRAZIL"
"94",10,3,"1990-1995","1995-2000",1,2070,"CEPAL2004",63.8338453924688,65.684676698546,0.00032473357318793,"Neoplasms","BRAZIL"
"95",30,4,"1990-1995","1995-2000",1,2070,"CEPAL2004",63.8338453924688,65.684676698546,0.017676142948767,"Circulatory","BRAZIL"
"96",50,5,"1990-1995","1995-2000",1,2070,"CEPAL2004",63.8338453924688,65.684676698546,0.0296952631244435,"Abnormal","BRAZIL"
"97",70,6,"1990-1995","1995-2000",1,2070,"CEPAL2004",63.8338453924688,65.684676698546,-0.00040759955404073,"Mental","BRAZIL"
"98",5,8,"1990-1995","1995-2000",1,2070,"CEPAL2004",63.8338453924688,65.684676698546,0.000833929943205091,"Endocrine","BRAZIL"
"99",25,9,"1990-1995","1995-2000",1,2070,"CEPAL2004",63.8338453924688,65.684676698546,0.0032644209870777,"Digestive","BRAZIL"
"100",45,10,"1990-1995","1995-2000",1,2070,"CEPAL2004",63.8338453924688,65.684676698546,0.000807620372989432,"Genitourinary","BRAZIL"
"101",65,11,"1990-1995","1995-2000",1,2070,"CEPAL2004",63.8338453924688,65.684676698546,-1.56160276145853e-05,"Perinatal","BRAZIL"
"102",1,13,"1990-1995","1995-2000",1,2070,"CEPAL2004",63.8338453924688,65.684676698546,0.0207732942818825,"External","BRAZIL"
"103",20,14,"1990-1995","1995-2000",1,2070,"CEPAL2004",63.8338453924688,65.684676698546,-0.0400144459455433,"Homicide","BRAZIL"
"104",40,15,"1990-1995","1995-2000",1,2070,"CEPAL2004",63.8338453924688,65.684676698546,-0.000912416232354799,"Rest","BRAZIL"
"105",60,2,"1995-2000","2000-2005",1,2070,"CEPAL2004",65.684676698546,67.2622926843661,0.00383428918967557,"Infectious","BRAZIL"
"106",75,3,"1995-2000","2000-2005",1,2070,"CEPAL2004",65.684676698546,67.2622926843661,-0.0103991314398011,"Neoplasms","BRAZIL"
"107",10,5,"1995-2000","2000-2005",1,2070,"CEPAL2004",65.684676698546,67.2622926843661,0.00225235832076782,"Abnormal","BRAZIL"
"108",30,6,"1995-2000","2000-2005",1,2070,"CEPAL2004",65.684676698546,67.2622926843661,-0.000810429223089874,"Mental","BRAZIL"
"109",50,7,"1995-2000","2000-2005",1,2070,"CEPAL2004",65.684676698546,67.2622926843661,0.000331961232406267,"Nervous","BRAZIL"
"110",70,8,"1995-2000","2000-2005",1,2070,"CEPAL2004",65.684676698546,67.2622926843661,-0.00881003461275662,"Endocrine","BRAZIL"
"111",5,10,"1995-2000","2000-2005",1,2070,"CEPAL2004",65.684676698546,67.2622926843661,-0.000135564656706575,"Genitourinary","BRAZIL"
"112",25,11,"1995-2000","2000-2005",1,2070,"CEPAL2004",65.684676698546,67.2622926843661,-7.0601951416546e-05,"Perinatal","BRAZIL"
"113",45,12,"1995-2000","2000-2005",1,2070,"CEPAL2004",65.684676698546,67.2622926843661,0.00613435135899842,"Respiratory","BRAZIL"
"114",65,13,"1995-2000","2000-2005",1,2070,"CEPAL2004",65.684676698546,67.2622926843661,0.00353890227549957,"External","BRAZIL"
"115",1,15,"1995-2000","2000-2005",1,2070,"CEPAL2004",65.684676698546,67.2622926843661,0.000587967527016587,"Rest","BRAZIL"
"116",20,2,"2000-2005","2005-2010",1,2070,"CEPAL2004",67.2622926843661,68.8261330083588,0.00638398580033732,"Infectious","BRAZIL"
"117",35,3,"2000-2005","2005-2010",1,2070,"CEPAL2004",67.2622926843661,68.8261330083588,0.000936650502501359,"Neoplasms","BRAZIL"
"118",55,4,"2000-2005","2005-2010",1,2070,"CEPAL2004",67.2622926843661,68.8261330083588,0.0372160933818662,"Circulatory","BRAZIL"
"119",75,5,"2000-2005","2005-2010",1,2070,"CEPAL2004",67.2622926843661,68.8261330083588,0.0851951560637759,"Abnormal","BRAZIL"
"120",10,7,"2000-2005","2005-2010",1,2070,"CEPAL2004",67.2622926843661,68.8261330083588,-0.00062214022738302,"Nervous","BRAZIL"
"121",30,8,"2000-2005","2005-2010",1,2070,"CEPAL2004",67.2622926843661,68.8261330083588,0.000289843441633151,"Endocrine","BRAZIL"
"122",50,9,"2000-2005","2005-2010",1,2070,"CEPAL2004",67.2622926843661,68.8261330083588,0.00207274584219981,"Digestive","BRAZIL"
"123",70,10,"2000-2005","2005-2010",1,2070,"CEPAL2004",67.2622926843661,68.8261330083588,-0.00159393842150722,"Genitourinary","BRAZIL"
"124",5,12,"2000-2005","2005-2010",1,2070,"CEPAL2004",67.2622926843661,68.8261330083588,0.000823697315126366,"Respiratory","BRAZIL"
"125",25,13,"2000-2005","2005-2010",1,2070,"CEPAL2004",67.2622926843661,68.8261330083588,0.0122461963188053,"External","BRAZIL"
"126",45,14,"2000-2005","2005-2010",1,2070,"CEPAL2004",67.2622926843661,68.8261330083588,0.00654262106797327,"Homicide","BRAZIL"
"127",65,15,"2000-2005","2005-2010",1,2070,"CEPAL2004",67.2622926843661,68.8261330083588,-0.000680137787751809,"Rest","BRAZIL"
"128",0,3,"2005-2010","2010-2015",1,2070,"CEPAL2004",68.8261330083588,69.9883504529254,0.000694165328018065,"Neoplasms","BRAZIL"
"129",15,4,"2005-2010","2010-2015",1,2070,"CEPAL2004",68.8261330083588,69.9883504529254,0.0019796203282228,"Circulatory","BRAZIL"
"130",35,5,"2005-2010","2010-2015",1,2070,"CEPAL2004",68.8261330083588,69.9883504529254,0.0118701957998981,"Abnormal","BRAZIL"
"131",55,6,"2005-2010","2010-2015",1,2070,"CEPAL2004",68.8261330083588,69.9883504529254,-0.00146479864438164,"Mental","BRAZIL"
"132",75,7,"2005-2010","2010-2015",1,2070,"CEPAL2004",68.8261330083588,69.9883504529254,-0.00566567852602811,"Nervous","BRAZIL"
"133",10,9,"2005-2010","2010-2015",1,2070,"CEPAL2004",68.8261330083588,69.9883504529254,0.000256020942597749,"Digestive","BRAZIL"
"134",30,10,"2005-2010","2010-2015",1,2070,"CEPAL2004",68.8261330083588,69.9883504529254,0.000125720544239683,"Genitourinary","BRAZIL"
"135",50,11,"2005-2010","2010-2015",1,2070,"CEPAL2004",68.8261330083588,69.9883504529254,-0.00018282055190456,"Perinatal","BRAZIL"
"136",70,12,"2005-2010","2010-2015",1,2070,"CEPAL2004",68.8261330083588,69.9883504529254,0.0034067872833371,"Respiratory","BRAZIL"
"137",5,14,"2005-2010","2010-2015",1,2070,"CEPAL2004",68.8261330083588,69.9883504529254,0.00024367133301187,"Homicide","BRAZIL"
"138",25,15,"2005-2010","2010-2015",1,2070,"CEPAL2004",68.8261330083588,69.9883504529254,0.000577529389956689,"Rest","BRAZIL"
"139",45,2,"1990-1995","1995-2000",2,2070,"CEPAL2004",71.5227458041875,73.1563245999804,-0.00341913800979011,"Infectious","BRAZIL"
"140",60,3,"1990-1995","1995-2000",2,2070,"CEPAL2004",71.5227458041875,73.1563245999804,0.00613934647770759,"Neoplasms","BRAZIL"
"141",0,5,"1990-1995","1995-2000",2,2070,"CEPAL2004",71.5227458041875,73.1563245999804,0.237817926006536,"Abnormal","BRAZIL"
"142",15,6,"1990-1995","1995-2000",2,2070,"CEPAL2004",71.5227458041875,73.1563245999804,-5.42280609715306e-05,"Mental","BRAZIL"
"143",35,7,"1990-1995","1995-2000",2,2070,"CEPAL2004",71.5227458041875,73.1563245999804,0.000538215439990593,"Nervous","BRAZIL"
"144",55,8,"1990-1995","1995-2000",2,2070,"CEPAL2004",71.5227458041875,73.1563245999804,-0.00201796078044756,"Endocrine","BRAZIL"
"145",75,9,"1990-1995","1995-2000",2,2070,"CEPAL2004",71.5227458041875,73.1563245999804,0.00183881718944248,"Digestive","BRAZIL"
"146",10,11,"1990-1995","1995-2000",2,2070,"CEPAL2004",71.5227458041875,73.1563245999804,-0.000246904985683781,"Perinatal","BRAZIL"
"147",30,12,"1990-1995","1995-2000",2,2070,"CEPAL2004",71.5227458041875,73.1563245999804,0.000438703710295205,"Respiratory","BRAZIL"
"148",50,13,"1990-1995","1995-2000",2,2070,"CEPAL2004",71.5227458041875,73.1563245999804,0.00267127065410051,"External","BRAZIL"
"149",70,14,"1990-1995","1995-2000",2,2070,"CEPAL2004",71.5227458041875,73.1563245999804,0.000193114846932241,"Homicide","BRAZIL"
"150",5,2,"1995-2000","2000-2005",2,2070,"CEPAL2004",73.1563245999804,74.5685662273062,0.00205861231093196,"Infectious","BRAZIL"
"151",20,3,"1995-2000","2000-2005",2,2070,"CEPAL2004",73.1563245999804,74.5685662273062,-0.002020475784489,"Neoplasms","BRAZIL"
"152",40,4,"1995-2000","2000-2005",2,2070,"CEPAL2004",73.1563245999804,74.5685662273062,0.0162159647145032,"Circulatory","BRAZIL"
"153",60,5,"1995-2000","2000-2005",2,2070,"CEPAL2004",73.1563245999804,74.5685662273062,0.0251885571680967,"Abnormal","BRAZIL"
"154",0,7,"1995-2000","2000-2005",2,2070,"CEPAL2004",73.1563245999804,74.5685662273062,0.0136659926748754,"Nervous","BRAZIL"
"155",15,8,"1995-2000","2000-2005",2,2070,"CEPAL2004",73.1563245999804,74.5685662273062,0.00104146739450075,"Endocrine","BRAZIL"
"156",35,9,"1995-2000","2000-2005",2,2070,"CEPAL2004",73.1563245999804,74.5685662273062,0.00178374498691359,"Digestive","BRAZIL"
"157",55,10,"1995-2000","2000-2005",2,2070,"CEPAL2004",73.1563245999804,74.5685662273062,0.000452598245333294,"Genitourinary","BRAZIL"
"158",75,11,"1995-2000","2000-2005",2,2070,"CEPAL2004",73.1563245999804,74.5685662273062,4.65976358373903e-05,"Perinatal","BRAZIL"
"159",10,13,"1995-2000","2000-2005",2,2070,"CEPAL2004",73.1563245999804,74.5685662273062,0.00689196837513306,"External","BRAZIL"
"160",30,14,"1995-2000","2000-2005",2,2070,"CEPAL2004",73.1563245999804,74.5685662273062,0.000377663031187617,"Homicide","BRAZIL"
"161",50,15,"1995-2000","2000-2005",2,2070,"CEPAL2004",73.1563245999804,74.5685662273062,-0.000478814467899491,"Rest","BRAZIL"
"162",70,2,"2000-2005","2005-2010",2,2070,"CEPAL2004",74.5685662273062,75.7149339538967,0.00188447737712291,"Infectious","BRAZIL"
"163",1,4,"2000-2005","2005-2010",2,2070,"CEPAL2004",74.5685662273062,75.7149339538967,-0.000290857394455802,"Circulatory","BRAZIL"
"164",20,5,"2000-2005","2005-2010",2,2070,"CEPAL2004",74.5685662273062,75.7149339538967,0.0083377932387883,"Abnormal","BRAZIL"
"165",40,6,"2000-2005","2005-2010",2,2070,"CEPAL2004",74.5685662273062,75.7149339538967,-0.00142578315412314,"Mental","BRAZIL"
"166",60,7,"2000-2005","2005-2010",2,2070,"CEPAL2004",74.5685662273062,75.7149339538967,-0.00165233277322193,"Nervous","BRAZIL"
"167",0,9,"2000-2005","2005-2010",2,2070,"CEPAL2004",74.5685662273062,75.7149339538967,-0.00131869291172766,"Digestive","BRAZIL"
"168",15,10,"2000-2005","2005-2010",2,2070,"CEPAL2004",74.5685662273062,75.7149339538967,0.000348757668227401,"Genitourinary","BRAZIL"
"169",35,11,"2000-2005","2005-2010",2,2070,"CEPAL2004",74.5685662273062,75.7149339538967,0.000225904474417259,"Perinatal","BRAZIL"
"170",55,12,"2000-2005","2005-2010",2,2070,"CEPAL2004",74.5685662273062,75.7149339538967,0.00624215438999713,"Respiratory","BRAZIL"
"171",75,13,"2000-2005","2005-2010",2,2070,"CEPAL2004",74.5685662273062,75.7149339538967,-0.0022867562502772,"External","BRAZIL"
"172",10,15,"2000-2005","2005-2010",2,2070,"CEPAL2004",74.5685662273062,75.7149339538967,0.000142964123392453,"Rest","BRAZIL"
"173",30,2,"2005-2010","2010-2015",2,2070,"CEPAL2004",75.7149339538967,76.7807230544495,0.00809857855200531,"Infectious","BRAZIL"
"174",45,3,"2005-2010","2010-2015",2,2070,"CEPAL2004",75.7149339538967,76.7807230544495,0.00361425432432769,"Neoplasms","BRAZIL"
"175",65,4,"2005-2010","2010-2015",2,2070,"CEPAL2004",75.7149339538967,76.7807230544495,0.0596876931914195,"Circulatory","BRAZIL"
"176",1,6,"2005-2010","2010-2015",2,2070,"CEPAL2004",75.7149339538967,76.7807230544495,8.73544389572709e-05,"Mental","BRAZIL"
"177",20,7,"2005-2010","2010-2015",2,2070,"CEPAL2004",75.7149339538967,76.7807230544495,0.000304929875862302,"Nervous","BRAZIL"
"178",40,8,"2005-2010","2010-2015",2,2070,"CEPAL2004",75.7149339538967,76.7807230544495,0.000134031304953987,"Endocrine","BRAZIL"
"179",60,9,"2005-2010","2010-2015",2,2070,"CEPAL2004",75.7149339538967,76.7807230544495,0.00195823387297007,"Digestive","BRAZIL"
"180",0,11,"2005-2010","2010-2015",2,2070,"CEPAL2004",75.7149339538967,76.7807230544495,0.129360472847868,"Perinatal","BRAZIL"
"181",15,12,"2005-2010","2010-2015",2,2070,"CEPAL2004",75.7149339538967,76.7807230544495,0.00169723676560999,"Respiratory","BRAZIL"
"182",35,13,"2005-2010","2010-2015",2,2070,"CEPAL2004",75.7149339538967,76.7807230544495,-0.000265465028872712,"External","BRAZIL"
"183",55,14,"2005-2010","2010-2015",2,2070,"CEPAL2004",75.7149339538967,76.7807230544495,-9.72401387688238e-05,"Homicide","BRAZIL"
"184",75,15,"2005-2010","2010-2015",2,2070,"CEPAL2004",75.7149339538967,76.7807230544495,-0.000771813203702064,"Rest","BRAZIL"
"185",0,2,"1990-1995","1995-2000",1,2120,"CEPAL2004",72.3106483697434,73.529642395923,0.0127382601833813,"Infectious","CHILE"
"186",10,3,"1990-1995","1995-2000",1,2120,"CEPAL2004",72.3106483697434,73.529642395923,0.00177368221406788,"Neoplasms","CHILE"
"187",30,4,"1990-1995","1995-2000",1,2120,"CEPAL2004",72.3106483697434,73.529642395923,-0.000127539548963802,"Circulatory","CHILE"
